,headlines,text,source,link
7003,3 men suspected to be Pakistani spies arrested in Haryana,"Haryana Police on Thursday arrested three persons who are suspected to be Pakistani spies for allegedly leaking secret information to their handlers. Incriminating evidence, including video clippings of military activities, was found on their mobile phones, as per reports. Police also retrieved a Pakistani number from the phones which is suspected to belong to their handler, reports added.",New Indian Express,http://newindianexpress.com/nation/2019/aug/03/three-indians-suspected-to-be-pakistani-spies-arrested-from-hisar-army-cantonment-2013585.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7005,"Woman allegedly chained by in-laws, raped by relatives in Rajasthan","A woman with iron chains on her ankles was brought to the District Collectorate's office, who claimed her husband and in-laws had chained her in Rajasthan's Pratapgarh. The woman alleged that her husband would thrash her after consuming alcohol and she had been raped by her in-laws' relatives. The woman said she tried to escape but her in-laws caught her.",Times Now,https://www.timesnownews.com/mirror-now/crime/article/video-woman-chained-by-in-laws-raped-by-relatives-in-rajasthans-pratapgarh/463218?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7006,Govt denies asylum to ex-Maldives VP who tried to enter India illegally,"Indian government turned down the asylum request of former Vice-President of Maldives Ahmed Adeeb and handed him over to the authorities of his country on Saturday. The 37-year-old had tried to enter India without any valid documents on Thursday. Reportedly, Maldives' Supreme Court had imposed a travel ban on Adeeb and he fled from the island nation through a tugboat.",The New Indian Express,http://www.newindianexpress.com/nation/2019/aug/03/india-denies-asylum-to-former-maldives-vp-abdul-ghafoor--deports-him-to-island-country-2013552.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7008,No cancellation fee on flights to and from Srinagar amid terror threat,"After Jammu and Kashmir government asked tourists and Amarnath pilgrims to leave the valley amid terror threat, airlines have announced that they won't charge cancellation or rescheduling fee on flights to and from Srinagar. After the Centre's advisory, Air India offered fee waiver till August 15, while carriers like IndiGo, SpiceJet and Vistara is offering the waiver till August 9.",Hindustan Times,https://www.hindustantimes.com/india-news/airlines-waive-off-cancellation-rescheduling-charges-in-kashmir-after-govt-tells-amaranth-pilgrims-to-leave/story-FOxxuDza5n0xPVY2ODq8DK.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7009,Once took my daughter to plane's washroom to breastfeed: Neha Dhupia,"Launching an initiative called 'freedom to feed', actress Neha Dhupia recalled she once had to take her daughter Mehr to a flight's washroom to breastfeed her. ""I remember standing up in the plane and telling everyone I'll be using the washroom for about 15 minutes...I remember...hoping (in the washroom) the seat-belt sign doesn't go on,"" she said in a video.",Hindustan Times,https://www.hindustantimes.com/bollywood/neha-dhupia-posts-breastfeeding-video-with-daughter-mehr-shares-an-important-message/story-XBsmNgrlD0uSG5wnojcN4K.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7010,Sunny Leone apologises after Delhi man's number shown as her's in film,"Actress Sunny Leone has apologised to a Delhi man who claimed he's receiving several calls from unknown men after his phone number appeared in film 'Arjun Patiala' as the actress' number. ""Sorry I didn't mean for that to happen to you. Must get some really interesting people calling,"" she said. The man had filed a police complaint after the incident.",Times Now,https://www.timesnownews.com/videos/zoom/bollywood-news/sunny-leone-apologizes-to-puneet-agarwal-for-sharing-his-number-in-arjun-patiala/38038?fbclid=IwAR2ecrUzyIGYBiQV0mkLyggm0NAJ0cmwsk-sp8bTvDmGGwcu_8vaU_z0SNU&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7011,MS Dhoni still India's best finisher and wicketkeeper: MSK Prasad,"BCCI chief selector MSK Prasad has said that ex-India captain MS Dhoni is still India's best finisher and wicketkeeper. ""The others are still work in progress. MS was a big strength to this team in World Cup both as a batsman and keeper, apart from sharing his vast experience with the team and captain while taking on-field decisions,"" he added.",CricTracker,https://www.crictracker.com/ms-dhoni-still-countrys-best-finisher-and-wicketkeeper-says-msk-prasad/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7012,It was emotional: Steve Smith's father on his 24th Test ton,"After Steve Smith slammed his 24th Test hundred during the first innings of first Ashes Test, his father Peter Smith said it was emotional watching him get his hundred. ""He'd worked very hard to get to that point. That was one thing he did say to me, it was one of the hardest innings hes had to play,"" he added.",Cricket Country,https://www.cricketcountry.com/news/ashes-2019-proud-father-of-steve-smith-opens-up-after-watching-his-sons-extraordinary-return-to-test-cricket-874993?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7013,MS Dhoni at no. 7 in WC semi wasn't my decision alone: Sanjay Bangar,"India batting coach Sanjay Bangar has said the decision to send MS Dhoni to bat at number seven in 2019 World Cup semi-final wasn't his decision alone. ""Ravi Shastri has [also] categorically stated...it was a team decision,"" he added. ""After consultations in changing room, we decided to leave Dhoni, our most experienced player, to do the finisher's job,"" he stated.",Hindustan Times,https://www.hindustantimes.com/cricket/ms-dhoni-at-no-7-wasn-t-my-decision-alone-team-india-s-batting-coach-sanjay-bangar-exclusive/story-ULKY0jHPNaYFEy11R9qv3J.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7014,Ricky Ponting calls for neutral umpire rule change in int'l cricket,"Former Australia captain Ricky Ponting has said that the time has come for international cricket to not have neutral umpires. He added that because of the 'neutral umpire' rule, the best umpires end up missing out on all the big tournaments. He further said that the rule could force umpires into ""retirement a bit early as well"".",Cricket Australia,https://www.cricket.com.au/news/ricky-ponting-icc-neutral-umpires-icc-steve-smith-australia-england-first-ashes-test/2019-08-02?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7015,Truecaller accused of reading users' SMS to check who needs loan,"A software developer, by the name 'Nemo' on Twitter, has accused Swedish call-blocking app Truecaller of reading users' messages to check if they need a loan. The developer alleged Truecaller uses third-party software kits for an offline credit scoring of its users. This comes after Truecaller acknowledged a bug automatically linked unspecified Indian users to its payments service without consent.",Inc42,https://inc42.com/buzz/how-truecaller-goes-through-your-smses-to-see-if-you-need-a-loan/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7016,"10 bn tonnes of Greenland ice sheet melts, turns into river in 24hrs","With several European countries experiencing heatwave, over 10 billion tonnes of ice sheet melted across Greenland on Wednesday alone. A video, which is being widely shared on social media, shows the melted ice sheets flowing like a river in the country. This was Greenland's biggest melt day this season with around 60% of the ice sheet melting at the surface.",YouTube,https://www.youtube.com/watch?utm_campaign=fullarticle&v=b0giaWG5rOo&utm_medium=referral&utm_source=inshorts
7017,"North, central India to witness heavy rains for 2-3 days: IMD","Widespread and heavy rains are likely in parts of north and central India in the next 2-3 days, the India Meteorological Department said on Saturday. Fairly widespread rainfall is likely in states including Punjab, Haryana and Himachal Pradesh. The IMD has also issued a red colour rain warning for west and central Maharashtra.",Hindustan Times,https://www.hindustantimes.com/india-news/north-central-may-get-heavy-rains-in-2-3-days/story-pa8oUMWbmZUvF7oy4KcACJ.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7018,"TN hotel names chicken dish after Brahmin community, apologises later","A hotel in Tamil Nadu's Madurai named a chicken dish after 'Kumbakonam Iyer' Brahmin community, who raised a strong objection to the name. The hotel authorities apologised for naming the dish 'Kumbakonam Iyer Chicken' after the representatives of the community met them. The hotel also released a statement, confirming that they are ""doing away with the name"".",Hindustan Times,https://www.hindustantimes.com/south/madurai-hotel-names-chicken-dish-after-brahmin-community-apologises-after-protest/story-T5RoqXv9HV5zylrpPy8qJL.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7020,Girl returning home after celebrating 19th b'day gangraped in Mumbai,The police on Friday registered a case against unidentified persons for allegedly gangraping a 19-year-old girl on her birthday in Mumbai. She was allegedly raped by four men when she was returning home after celebrating her birthday at her friend's house last month. The girl's family said she didn't inform anyone about the incident for weeks and kept crying.,The New Indian Express,http://www.newindianexpress.com/cities/mumbai/2019/aug/02/19-year-old-mumbai-girl-gang-raped-on-her-birthday-fir-registered-2013263.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
7022,Airlines told to be ready to run extra flights from Srinagar: Report,"Aviation regulator DGCA on Friday advised airlines to remain ready to operate additional flights from the Srinagar airport if the need arises, according to a report. The move comes after the Indian Army said it has confirmed intelligence inputs of terrorists trying to disrupt Amarnath Yatra and the Jammu and Kashmir government asked tourists to leave the Valley immediately.",Hindustan Times,https://www.hindustantimes.com/india-news/airlines-advised-to-be-ready-to-run-extra-flights-from-srinagar-report/story-7f0JQ1Berqqd3XW30rvguK.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
